排名,排名变化,姓名_中文,姓名_英文,年龄,性别,出生地_中文,出生地_英文,常住地_中文,教育程度,毕业院校,公司名称_中文,公司名称_英文,公司总部_中文,公司总部_英文,所在行业_中文,所在行业_英文,财富值_人民币_亿,财富值_美元_万,财富变化,财富来源,关系,年份
122,40,高德康,Gao Dekang,72,先生,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,,,波司登,Bosideng,江苏苏州,Jiangsu,服装,Apparel,370.0,5210.0,19%,,家族,2024
122,8,修涞贵,Xiu Laigui,69,先生,中国-吉林,China- Jilin,中国-吉林-长春,本科,吉大,修正药业,Xiuzheng,吉林长春,Jilin,医药,Pharmaceuticals,370.0,5210.0,4%,,夫妇,2024
125,-51,邬建树,Wu Jianshu,60,先生,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,,,拓普,Tuopu,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,360.0,5070.0,-36%,,未知,2024
126,-4,陈发树,Chen Fashu,63,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-福州,,,新华都,Xinhuadu,福建福州,Fujian,医药、零售、投资,"Retail, Pharmaceuticals, Investments",355.0,5000.0,-7%,,未知,2024
126,4,黄如论,Huang Rulun,73,先生,中国-福建-福州,China-Fujian-Fuzhou,中国-北京,,,世纪金源,Century Golden Resources,北京,Beijing,房地产,Real Estate,355.0,5000.0,0%,,家族,2024
128,-10,赖梅松,Lai Meisong,54,先生,,,中国-上海,,,中通,ZTO,上海青浦,Shanghai,物流,Logistics,350.0,4930.0,-9%,,未知,2024
128,-49,汪滔,Wang Tao,44,先生,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-广东-深圳,本科,香港科技,大疆,DJI,广东深圳,Guangdong,无人机,Drones,350.0,4930.0,-30%,,未知,2024
128,77,张和君,Zhang Hejun,72,先生,,,中国-浙江-宁波,,,德业股份,Deye Technology,浙江宁波,Zhejiang,电器零部件制造,Electrical machinery ,350.0,4930.0,40%,,未知,2024
131,-3,朱艳,Zhu Yan,53,先生,中国-陕西-渭南,China-Shaanxi,中国-北京,,,贝壳,KE,北京,Beijing,房地产服务,Real Estate Service,340.0,4790.0,-7%,,家族,2024
132,30,陈志列,Chen Zhilie,61,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-广东-深圳,硕士,西北工业,研祥,Evoc,广东深圳,Guangdong,特种计算机,Intelligent Devices,335.0,4720.0,8%,,夫妇,2024
132,-82,李想,Li Xiang,43,先生,,,中国-北京,,,理想汽车,Li Auto,北京,Beijing,新能源汽车,E-cars,335.0,4720.0,-52%,,未知,2024
132,142,张忠谋,Morris Chang Chung-Mou,93,先生,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-台湾-新竹,,,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors,335.0,4720.0,72%,,未知,2024
135,-43,刘金成,Liu Jincheng,60,先生,中国-湖北-武汉,China -Hubei-Wuhan,中国-广东-惠州,硕士,武大,亿纬锂能,EVE Energy,广东惠州,Guangdong,锂电池,Lithium Battery,330.0,4650.0,-27%,,夫妇,2024
135,11,张志祥,Zhang Zhixiang,57,先生,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-北京,本科,浙江工业,建龙,Jianlong,北京,Beijing,钢铁、矿业、船运,"Steel, Mining, Shipbuilding",330.0,4650.0,-1%,,未知,2024
137,22,林张素娥,Lin Chang Su-E,未知,先生,,,中国-台湾-台北,,,联邦,Liberty Times,台湾台北,Taiwan,房地产、金融,"Real Estate, Financial Services",325.0,4580.0,3%,,家族,2024
137,-7,史玉柱,Shi Yuzhu,62,先生,中国-安徽-蚌阜,China-Anhui-Yu,中国-上海,本科,浙大,巨人,Giant,上海松江,Shanghai,金融、在线游戏、投资,"Finance, online games, Investments",325.0,4580.0,-8%,,父女,2024
137,-40,李革,Li Ge,57,先生,中国-北京,China-Beijing,中国-上海,,,药明康德,Wuxi Pharma Tech,上海浦东,Shanghai,医药,Pharmaceuticals,325.0,4580.0,-28%,,未知,2024
140,150,陈天石,Chen Tianshi,39,先生,,,中国-北京,,,寒武纪,Cambricon,北京,Beijing,人工智能芯片,AI Chips,320.0,4510.0,73%,,未知,2024
140,-14,胡凯军,Hu Kaijun,62,先生,,,中国-北京,,,远大,Grand Enterprises,北京,Beijing,医药,Pharmaceuticals,320.0,4510.0,-14%,,未知,2024
140,-43,何小鹏,He Xiaopeng,47,先生,中国-湖北-黄石,China -Hubei - Yellowstone,中国-广东-广州,本科,华南理工,小鹏汽车,Xpeng Motors,广东广州,Guangdong,新能源汽车,E-cars,320.0,4510.0,-29%,,未知,2024
143,12,陈金霞,Chen Jinxia,56,女士,中国-上海,China-Shanghai,中国-上海,硕士,上财、人大,涌金投资,Yongjin,上海浦东,Shanghai,医药、投资,"Pharmaceutical, Investments",315.0,4440.0,-2%,,未知,2024
144,21,何超琼,Pansy Ho Chiu-king,62,女士,中国-香港,China-Hong Kong,中国-香港,,,信德、美高梅中国,"Shun Tak, MGM China",香港,Hong Kong,博彩,Gaming,310.0,4370.0,2%,,未知,2024
145,-30,施永宏,Shi Yonghong,54,先生,中国-四川-成都,China - Sichuan-Chengdu,中国-北京,,,海底捞,Haidilao,北京,Beijing,餐饮,Restaurants,305.0,4300.0,-22%,,夫妇,2024
145,5,郭炳联,Raymond Kwok,72,先生,中国-香港,China-Hong Kong,中国-香港,,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,305.0,4300.0,-6%,,家族,2024
145,5,郭基辉,Adam Kwok Kai-fai,41,先生,中国-香港,China-Hong Kong,中国-香港,,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,305.0,4300.0,-6%,,家族,2024
148,19,董建成,Tung Chee Chen,81,先生,中国-上海,China-Shanghai,中国-香港,,,东方海外,OOCL,香港,Hong Kong,运输,Transportation,300.0,4230.0,0%,,家族,2024
148,40,沈南鹏,Shen Nanpeng,57,先生,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,中国-香港,硕士,上交大、耶鲁,红杉,Sequoia,北京,Beijing,投资,Investments,300.0,4230.0,11%,,未知,2024
148,-34,林建华,Lin Jianhua,62,先生,中国-福建,China-Fujian,中国-浙江-杭州,本科,,福斯特,First,浙江杭州,Zhejiang,光伏材料,Photovoltaic,300.0,4230.0,-25%,,夫妇,2024
148,-25,刘益谦,Liu Yiqian,61,先生,中国-上海,China-Shanghai,中国-上海,,,新理益,Sunline,上海浦东,Shanghai,投资,Investments,300.0,4230.0,-20%,,家族,2024
148,36,程雪,Cheng Xue,54,女士,中国-江苏-盐城,China - Jiangsu - Yancheng,中国-广东-佛山,本科,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,300.0,4230.0,9%,,未知,2024
148,51,杨建文,Yeung Kin Man,71,先生,中国-香港,China-Hong Kong,中国-香港,,,伯恩光学,Biel Crystal Manufactory,香港,Hong Kong,工业产品,Industrial Products,300.0,4230.0,15%,,家族,2024
148,0,易峥,Yi Zhen,54,先生,中国-北京,China-Beijing,中国-浙江-杭州,本科,浙大,同花顺,Hithink RoyalFlush,浙江杭州,Zhejiang,软件,Software,300.0,4230.0,-9%,,未知,2024
155,0,陈凯旋,Chen Kaixuan,66,先生,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-广州,,,立白,Liby,广东广州,Guangdong,日化用品,Personal Care,295.0,4150.0,-8%,,家族,2024
155,33,辜仲立,Andre Koo Chung-Li,57,先生,中国-台湾-台北,,中国-台湾-台北,,,中信金控,CTBC,台湾台北,Taiwan,金融服务,Financial Services,295.0,4150.0,9%,,家族,2024
157,-42,蔡奎,Cai Kui,63,先生,中国-四川-资阳,China -Sichuan-Ziyang,中国-香港,本科,南航,龙湖,Longfor,北京,Beijing,房地产,Real Estate,290.0,4080.0,-26%,,家族,2024
157,22,蔡志明,Francis Choi Chee Ming,79,先生,中国-广东-揭阳,China-Guangdong-Jieyang,中国-香港,,,旭日国际,Early Light International,香港,Hong Kong,玩具,Toys,290.0,4080.0,4%,,未知,2024
157,17,米恩华,Mi Enhua,66,先生,中国-山东-泰安,China-Shandong-Tai’an,中国-新疆-乌鲁木齐,,,华凌工贸,Hualing,新疆乌鲁木齐,Xinjiang,地产、畜牧,"Real estate, Animal Husbandry",290.0,4080.0,2%,,家族,2024
157,-68,王健林,Wang Jianlin,70,先生,中国-四川-绵阳,China - Sichuan - Mianyang,中国-北京,本科,辽大,万达,Wanda,北京,Beijing,房地产、文化,"Real Estate, Media & Entertainment",290.0,4080.0,-38%,,家族,2024
157,-17,吴向东,Wu Xiangdong,54,先生,中国-湖南-株洲,China-Hunan-Zhuzhou,中国-北京,,,华泽,Huaze,北京,Beijing,酒业、投资,"Wine, Investments",290.0,4080.0,-16%,,未知,2024
157,57,杨绍鹏,Yang Shaopeng,68,先生,中国-山东-青岛,China-Shandong-Qingdao,中国-上海,,,海丰,SITC Maritime,香港,Hong Kong,航运,Shipping,290.0,4080.0,21%,,未知,2024
157,17,尤小平,You Xiaoping,66,先生,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,,,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, Aluminum, Investments",290.0,4080.0,2%,,家族,2024
164,-20,郭广昌,Guo Guangchang,57,先生,中国-浙江-金华,China-Zhejiang-Jinhua,中国-上海,硕士,复旦、复旦,复星,Fosun,上海黄浦,Shanghai,投资,Investments,285.0,4010.0,-16%,,未知,2024
164,6,赵涛,Zhao Tao,58,先生,中国-陕西-西安,China-Shanxi-Xi’an,中国-北京,硕士,西安医科、美国福坦莫大学,步长,Buchang,北京,陕西,医药,Pharmaceuticals,285.0,4010.0,-3%,,家族,2024
164,-27,陈华,Chen Hua,58,先生,中国-广东-湛江,China-Guangdong-Zhanjiang,中国-广东-深圳,,,京基,Kingkey,广东深圳,Guangdong,房地产、投资,Real Estate,285.0,4010.0,-19%,,家族,2024
164,116,蔡明介,Tsai Ming-Kai,74,先生,中国-台湾,China-Taiwan,中国-台湾-新竹,,,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors,285.0,4010.0,50%,,家族,2024
168,-9,孙广信,Sun Guangxin,62,先生,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,中国-新疆-乌鲁木齐,硕士,西安陆军、社科院,广汇,Guanghui,新疆乌鲁木齐,Xinjiang,汽车销售、能源、房地产,"Car Sales, Energy, Real Estate",280.0,3940.0,-11%,,未知,2024
168,20,李华,Li Hua,46,先生,,,中国-香港,本科,,富途,Futu Holdings,香港,Hong Kong,金融服务,Financial Services,280.0,3940.0,4%,,未知,2024
168,37,钭正刚,Dou Zhenggang,71,先生,中国-浙江,China-Zhejiang,中国-浙江-杭州,,,锦江,Jinjiang,浙江杭州,Zhejiang,能源、化工,"Energy, chemical",280.0,3940.0,12%,,家族,2024
168,85,徐旭东,Douglas Hsu Hsu-Tung,83,先生,中国-上海,China-Shanghai,中国-台湾-新北,,,远东,Far Eastern,台湾新北,Taiwan,金融服务,Financial Services,280.0,3940.0,33%,,未知,2024
172,186,王宁,Wang Ning,37,先生,中国-河南-新乡,China-Henan,中国-北京,,,泡泡玛特,Pop Mart,北京,Beijing,玩具,Retail,275.0,3870.0,72%,,家族,2024
173,15,朱鼎健,Ken Chu,50,先生,中国-香港,China-Hong Kong,中国-广东-深圳,本科,加拿大西安大略大学,观澜湖,Mission Hills,广东深圳,Guangdong,房地产,Real Estate,270.0,3800.0,0%,,家族,2024
173,15,涂辉龙,Tu Huilong,65,先生,中国-广东-汕尾,China-Guangdong-Tai Wei,中国-广东-深圳,硕士,武汉江汉石油,海雅,Haiya,广东深圳,Guangdong,商业、金融、地产,"Financial, Real estate",270.0,3800.0,0%,,未知,2024
173,-44,李贤义,Li Xianyi,72,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-香港,,,信义,Xinyi Glass,香港,Hong Kong,玻璃,Glass,270.0,3800.0,-25%,,家族,2024
176,-2,夏佐全,Xia Zuoquan,61,先生,中国-湖北-襄阳,China -Hubei - Puyang,中国-广东-深圳,本科,北京科技,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",265.0,3730.0,-7%,,未知,2024
176,-14,梁庆德,Liang Qingde,87,先生,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,,,格兰仕,Galanz,广东佛山,Guangdong,家电,Household Appliances,265.0,3730.0,-15%,,家族,2024
176,29,叶澄海,Ye Chenghai,81,先生,中国-广东-梅州,China-Guangdong-Meizhou,中国-广东-深圳,硕士,人大、中国党校,信立泰,Salubris Pharmaceuticals,广东深圳,Guangdong,医药,Pharmaceuticals,265.0,3730.0,6%,,夫妇,2024
179,-24,江南春,Jiang Nanchun,51,先生,中国-上海,China-Shanghai,中国-上海,本科,华东师大,分众传媒,FocusMedia,上海长宁,Shanghai,数字新媒体、投资,"Digital media, Investments",260.0,3660.0,-19%,,未知,2024
179,-67,李振国,Li Zhengguo,56,先生,中国-河南-许昌,China-Henan-Xuchang,中国-陕西-西安,硕士,,隆基,Longi,陕西西安,Shaanxi,硅材料,Silicon Materials,260.0,3660.0,-37%,,夫妇,2024
179,35,刘克振,Liu Ke-Chen,70,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,研华,Advantech,台湾台北,Taiwan,电脑产品,Computer Products,260.0,3660.0,8%,,家族,2024
179,35,张磊,Zhang Lei,52,先生,中国-河南-驻马店,China - Henan - Horse Shop,中国-香港,硕士,人大、耶鲁,高瓴资本,Hillhouse Capital,美国纽约,New York,投资,Investments,260.0,3660.0,8%,,未知,2024
179,64,林陈海,Lin Chen-Hai,未知,先生,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-新北,,,宝佳,Pao Chia,台湾新北,Taiwan,房地产,Real Estate,260.0,3660.0,21%,,家族,2024
179,33,林鸿南,Lin Hong-Nan,57,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,宏泰,Hung Tai Construction,台湾台北,Taiwan,投资,Investments,260.0,3660.0,6%,,家族,2024
185,-67,叶国富,Ye Guofu,47,先生,中国-湖北-十堰,China-Hubei-Ten-Yuan,中国-广东-广州,,,名创优品,Miniso,广东广州,Guangdong,新零售,New Retail,255.0,3590.0,-34%,,夫妇,2024
185,-14,周建平,Zhou Jianping,63,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,,,海澜,Heilan,江苏无锡,Jiangsu,服装、投资,"Apparel, Investments",255.0,3590.0,-12%,,家族,2024
185,-70,缪汉根,Miao Hangen,59,先生,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,,,盛虹,Shenghong Printing & Dyeing,江苏苏州,Jiangsu,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",255.0,3590.0,-35%,,夫妇,2024
185,307,余竹云,Yu Zhuyun,51,先生,中国-浙江-衢州,China -Zhejiang-Zhangzhou,中国-安徽-合肥,,,中环新能源,Central Holding,安徽合肥,Anhui,绿色建材、新能源,"Construction Engineering, New Energy",255.0,3590.0,113%,,未知,2024
185,17,喻会蛟,Yu Huijiao,55,先生,中国-浙江,,中国-上海,,,圆通速递,YTO,上海青浦,Shanghai,物流,Logistics,255.0,3590.0,0%,,家族,2024
185,-6,李春安,Li Chunan,56,先生,中国-甘肃-兰州,China -Gansu-Lanzhou,中国-陕西-西安,硕士,,隆基,Longi,陕西西安,Shaanxi,硅材料,Silicon Materials,255.0,3590.0,-9%,,未知,2024
191,-3,缪寿良,Miao Shouliang,69,先生,中国-广东,China-Guangdong,中国-广东-深圳,,,富源,Fuyuan,广东深圳,Guangdong,房地产、水电,"Real Estate, Hydroelectricity, New Energy",250.0,3520.0,-7%,,未知,2024
191,14,杜江涛,Du Jiangtao,55,先生,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,中国-内蒙古-乌海,本科,北京理工,君正,Junzheng,内蒙古乌海,Inner Mongolia,煤化工、电力、运输,Energy Chemical,250.0,3520.0,0%,,夫妇,2024
191,23,彭铁缆,Peng Tielan,未知,先生,中国-湖南-长沙,China -Hunan-Changsha,中国-湖南-长沙,,,博深集团,Bosen,湖南长沙,Hunan,企业服务,Business Services,250.0,3520.0,4%,,未知,2024
191,32,宋涛,Song Tao,48,先生,,,中国-上海,,,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,250.0,3520.0,6%,,未知,2024
191,62,曹德旺,Cao Dewang,78,先生,中国-福建-福州,China-Fujian-Fuzhou,中国-福建-福州,,,福耀玻璃,Fuyao Glass,福建福州,Fujian,玻璃,Glass ,250.0,3520.0,19%,,未知,2024
196,3,袁征,Yuan Zheng,54,先生,中国-山东,China-Shandong,美国-加州,硕士,山东科技大学、斯坦福,zoom,zoom,美国旧金山,San Francisco,视频软件,Video Software,245.0,3450.0,-6%,,家族,2024
196,36,严建亚,Yan Jianya,58,先生,,,中国-西安,,,巨子生物,Giant Biogene,陕西西安,Shaanxi,生物科技,Biotechnology,245.0,3450.0,9%,,夫妇,2024
198,-106,姚良松,Yao Liangsong,60,先生,中国-广东-梅州,China-Guangdong-Meizhou,中国-广东-广州,本科,北航,欧派家居,Oppein,广东广州,Guangdong,橱柜,Furniture,240.0,3380.0,-47%,,未知,2024
198,127,郭金树,Guo Jinshu,73,先生,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,中国-内蒙古-鄂尔多斯,,,汇能,Huineng,内蒙古鄂尔多斯,Inner Mongolia,煤炭、路桥、房地产,"Coal, Construction, Real Estate",240.0,3380.0,41%,,未知,2024
198,7,许家彰,Shi Jiazhang,未知,先生,,,中国-台湾-台南,,,奇美,Chi Mei,台湾台南,Taiwan,化工,Chemicals,240.0,3380.0,-4%,,家族,2024
198,76,姜滨,Jiang Bin,58,先生,中国-山东-威海,China-Shandong-Weihai,中国-山东-潍坊,本科,北航,歌尔股份,GoerTek,山东潍坊,Shandong,声学及多媒体产品,Electronic Components,240.0,3380.0,23%,,夫妇,2024
198,55,朱共山,Zhu Gongshan,66,先生,中国-江苏-盐城,China - Jiangsu - Yancheng,中国-香港,博士,南京工程、加拿大乔治布朗、菲律宾比利勤,协鑫,GCL,香港,Hong Kong,太阳能芯片、发电厂,Solar,240.0,3380.0,14%,,家族,2024
203,50,郑崇华,Bruce Cheng Chung-Hua,88,先生,中国-福建-南平,China-Fujian-Nanping,中国-台湾-台北,,,台达电子,Delta,台湾台北,Taiwan,半导体,Semiconductors,235.0,3310.0,12%,,家族,2024
203,-19,张茵,Zhang Yin,67,女士,中国-广东-韶关,China-Guangdong-Shaoguan,中国-广东-东莞,本科,,玖龙纸业,Nine Dragons Paper,广东东莞,Guangdong,环保造纸,Paper & Packaging,235.0,3310.0,-15%,,家族,2024
203,24,曹其峰,Silas KF Chou,78,先生,中国-香港,China-Hong Kong,中国-香港,,,永新,Novel Enterprises,香港,Hong Kong,杂货,Grocery,235.0,3310.0,2%,,未知,2024
206,-1,许荣茂,Xu Rongmao,74,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-香港,,,世茂,Shimao,上海黄浦,Shanghai,投资、房地产,"Investments, Real Estate",230.0,3240.0,-8%,,家族,2024
206,26,王麒诚,Wang Qicheng,44,先生,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-上海,本科,浙大,汉鼎宇佑,Hakim,浙江杭州,Zhejiang,文化传媒、投资,"Media, Investments",230.0,3240.0,2%,,夫妇,2024
206,21,郑正,Cheng Cheng ,未知,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,长春,Chang Chun,台湾台北,Taiwan,化工,Chemicals,230.0,3240.0,0%,,未知,2024
206,-18,徐波,Xu Bo,47,先生,,,中国-广东-广州,,,多益网络,Duoyi,广东广州,Guangdong,网络游戏,Gaming,230.0,3240.0,-15%,,未知,2024
206,21,廖龙星,Liao Long-shing,未知,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,长春,Chang Chun,台湾台北,Taiwan,化工,Chemicals,230.0,3240.0,0%,,未知,2024
206,8,陈大年,Chen Danian,46,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-上海,,,掌门科技,Zenmen,上海浦东,Shanghai,上网平台,Online games,230.0,3240.0,-4%,,未知,2024
206,21,林书鸿,Lin Shu-hung,96,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,长春,Chang Chun,台湾台北,Taiwan,化工,Chemicals,230.0,3240.0,0%,,未知,2024
213,1,吴光明,Wu Guangming,62,先生,中国-江苏-镇江,China-Jiangsu-Jiang,中国-江苏-镇江,硕士,,鱼跃医疗,Yuwell,江苏镇江,Jiangsu,医疗设备,Medical equipment ,225.0,3170.0,-6%,,父子,2024
213,-76,赵燕,Zhao Yan,57,女士,中国-云南-昆明,China-Yunnan-Kunming,中国-北京,本科,华东师大,华熙国际,Bloomage,北京,Beijing,生物医药、房地产,"Biotech, Real Estate",225.0,3170.0,-36%,,家族,2024
213,-11,茅理翔,Mao Lixiang,83,先生,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,,,方太厨具,Fotile,浙江宁波,Zhejiang,厨具,Kitchenware ,225.0,3170.0,-12%,,家族,2024
213,1,孙纪木,Sun Jimu,68,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-北京,硕士,绍兴农业、澳大利亚昆士兰大学,新华联合冶金,Sinogiant,河北沧州,Hebei,钢铁,Steel,225.0,3170.0,-6%,,夫妇,2024
213,-42,董经贵,Dong Jinggui,54,先生,,,中国-上海,,,雅迪,Yadea,江苏无锡,Shanghai,电动车,Electric vehicle,225.0,3170.0,-22%,,夫妇,2024
213,48,刘炽平,Liu Chiping,51,先生,中国-北京,China-Beijing,中国-广东-深圳,硕士,,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,225.0,3170.0,10%,,未知,2024
213,40,尹衍梁,Samuel Yin Yan-Liang,74,先生,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台北,,,润泰,Ruentex,台湾台北,Taiwan,建筑开发、金融保险,"Real Estate, Insurance",225.0,3170.0,7%,,家族,2024
213,10,朱林瑶,Zhu Linyao,54,女士,中国-四川,China - Sichuan,中国-广东-深圳,,,华宝国际,Huabao International,广东深圳,Guangdong,香精香料、烟草,"Flavours & Fragrances, Tobacco",225.0,3170.0,-4%,,未知,2024
213,-34,张红超,Zhang Hongchao,46,先生,中国-河南-商丘,China-Henan-Shangqiu,中国-河南-郑州,,,蜜雪冰城,MXBC,河南郑州,Henan,餐饮,Catering,225.0,3170.0,-20%,,未知,2024
